full_text,text_final,tokens,jumlah_pos_kata,jumlah_neg_kata,sentiment_score,sentiment_label
SDI Tallo Tua 2 Siap Jalankan Program MBG https://t.co/jQjshGJP9F,sdi tallo tua siap jalan,"['sdi', 'tallo', 'tua', 'siap', 'jalan']",0,1,-4.0,NEGATIVE
Menurut gw dengan MBG model gini yang diterapin pemerintah gw tau hal2 begini spt makanan udah gak seger bau berulat dll pasti akan kejadian dan akannterus terjadi. Jalan satu2nya setop program MBG ini benahin dulu perekonomian pendidikan kesehatan dll. Setelah https://t.co/5eowgpZgYs,gw model gin diterapin pemerintah gw tau begini spt makan seger bau ulat jadi akannterus jadi jalan satu setop benahin dulu ekonomi didik sehat,"['gw', 'model', 'gin', 'diterapin', 'pemerintah', 'gw', 'tau', 'begini', 'spt', 'makan', 'seger', 'bau', 'ulat', 'jadi', 'akannterus', 'jadi', 'jalan', 'satu', 'setop', 'benahin', 'dulu', 'ekonomi', 'didik', 'sehat']",5,3,7.0,POSITIVE
Program MBG Investasi Masa Depan #opm #kstp #knpb #papua #ham https://t.co/sm3GuMeHhE,investasi masa depan opm kstp knpb papua ham,"['investasi', 'masa', 'depan', 'opm', 'kstp', 'knpb', 'papua', 'ham']",0,0,0.0,NEUTRAL
@__AnakKolong @meutya_hafid @kemkomdigi @setkabgoid Kelakuan Stafsus Pendengung. Baca SIGN saja tidak BECUS Ketololannya Tampak Nyata!! Sepertinya memang perlu diikutkan program MBG Agar bisa Cerdas. Meski sudah renta. ,laku stafsus dengung baca sign becus tolol tampak nyata seperti memang perlu ikut cerdas meski renta,"['laku', 'stafsus', 'dengung', 'baca', 'sign', 'becus', 'tolol', 'tampak', 'nyata', 'seperti', 'memang', 'perlu', 'ikut', 'cerdas', 'meski', 'renta']",7,4,9.0,POSITIVE
Mahasiswa : Kita harus kritik pemerintah pada program MBG Bro : Bagaimana dengan Demo UU yang buat menghukum Korupsi? Makna asli : Evaluasi MBG Makna What-about-ism: tErLaLu FoKuS aMa MbG kOrUpS1 d1aB4iK4n,mahasiswa kritik pemerintah bro bagaimana demo uu buat hukum korupsi makna asli evaluasi makna what about ism terlalu fokus ama korups dabikn,"['mahasiswa', 'kritik', 'pemerintah', 'bro', 'bagaimana', 'demo', 'uu', 'buat', 'hukum', 'korupsi', 'makna', 'asli', 'evaluasi', 'makna', 'what', 'about', 'ism', 'terlalu', 'fokus', 'ama', 'korups', 'dabikn']",5,4,-5.0,NEGATIVE
Baru lewat tl masalah rekrutmen sppi. Bjir kata gw dr awal emang aneh kocak. Buat ngurus mbg doang pake latihan militer. Di tahap admin udah disuruh tes kesehatan + napza. Lagian program mbg kan jg gajelas jluntrungnya mana sppi diiming2 bakal jd asn.,baru lewat tl masalah rekrutmen sppi bjir kata gw awal emang aneh kocak buat ngurus doang pake latih militer tahap admin suruh tes sehat napza lagi kan gajelas jluntrungnya mana sppi diiming bakal jadi asn,"['baru', 'lewat', 'tl', 'masalah', 'rekrutmen', 'sppi', 'bjir', 'kata', 'gw', 'awal', 'emang', 'aneh', 'kocak', 'buat', 'ngurus', 'doang', 'pake', 'latih', 'militer', 'tahap', 'admin', 'suruh', 'tes', 'sehat', 'napza', 'lagi', 'kan', 'gajelas', 'jluntrungnya', 'mana', 'sppi', 'diiming', 'bakal', 'jadi', 'asn']",8,5,15.0,POSITIVE
@ChristianEko78 @PartaiSocmed @pamungkas_ari Program MBG bisa bantu cegah stunting memburuk terutama di anak kecil tapi balikin stunting parah sulit. Gizi baik dari MBG mungkin dukung pertumbuhan tapi hasilnya beda-beda tergantung usia dan tingkat keparahan. Anak stunting parah butuh lebih dari MBG kayak perawatan medis,bantu cegah stunting buruk utama anak kecil balikin stunting parah sulit baik mungkin dukung tumbuh hasil beda beda gantung usia tingkat parah anak stunting parah butuh lebih kayak awat medis,"['bantu', 'cegah', 'stunting', 'buruk', 'utama', 'anak', 'kecil', 'balikin', 'stunting', 'parah', 'sulit', 'baik', 'mungkin', 'dukung', 'tumbuh', 'hasil', 'beda', 'beda', 'gantung', 'usia', 'tingkat', 'parah', 'anak', 'stunting', 'parah', 'butuh', 'lebih', 'kayak', 'awat', 'medis']",14,9,10.0,POSITIVE
@RafeyPrincess @VDSyst3msX Survei Cigmark (27/3/2025) tunjukkan 78% puas dengan pemerintahan Prabowo-Gibran termasuk program MBG. Dana MBG aman Rp 71T di 2025 tambah Rp 100T dari efisiensi. Kritik ada soal pelaksanaan bukan dana. Jadi kepuasan ini terkini bukan sebelum kebobrokan terungkap. https://t.co/lZr8FE3B2w,survei cigmark tunjuk puas perintah prabowo gibran masuk dana aman rp tambah rp efisiensi kritik soal laksana bukan dana jadi puas kini bukan bobrok ungkap,"['survei', 'cigmark', 'tunjuk', 'puas', 'perintah', 'prabowo', 'gibran', 'masuk', 'dana', 'aman', 'rp', 'tambah', 'rp', 'efisiensi', 'kritik', 'soal', 'laksana', 'bukan', 'dana', 'jadi', 'puas', 'kini', 'bukan', 'bobrok', 'ungkap']",8,6,4.0,POSITIVE
@chaosllife buat petisi pliss. jadiin program unggulan. kayanya program unggulan kalo kaya gini lebih berguna dari mbg deh,buat petisi pliss jadiin unggul kaya unggul kalo kaya gin lebih guna,"['buat', 'petisi', 'pliss', 'jadiin', 'unggul', 'kaya', 'unggul', 'kalo', 'kaya', 'gin', 'lebih', 'guna']",5,2,17.0,POSITIVE
Program MBG dorong perubahan perilaku menuju pola makan lebih sehat. https://t.co/6VqEysmI4f,dorong ubah perilaku tuju pola makan lebih sehat,"['dorong', 'ubah', 'perilaku', 'tuju', 'pola', 'makan', 'lebih', 'sehat']",5,1,20.0,POSITIVE
keren bgt! Program MBG bawa dampak positif buat bumil dan anak https://t.co/rzJMdr6Cn3,keren bgt bawa dampak positif buat bumil anak,"['keren', 'bgt', 'bawa', 'dampak', 'positif', 'buat', 'bumil', 'anak']",5,1,16.0,POSITIVE
@zarryhendrik Nah ini lu benar dah.. emang ekonomi masyarakat dayanya lagi menurun... Program MBG yg konon katanya bs melecut ekonomi jg blm nampak dampaknya... Food estate pun masih blm terlihat hasilnya.... Seharusnya pemerintah kasih stimulus salah satunya turunkan harga BBM subsidi..,nah lu benar dah emang ekonomi masyarakat daya turun konon kata lecut ekonomi nampak dampak food estate lihat hasil pemerintah kasih stimulus salah satu turun harga bbm subsidi,"['nah', 'lu', 'benar', 'dah', 'emang', 'ekonomi', 'masyarakat', 'daya', 'turun', 'konon', 'kata', 'lecut', 'ekonomi', 'nampak', 'dampak', 'food', 'estate', 'lihat', 'hasil', 'pemerintah', 'kasih', 'stimulus', 'salah', 'satu', 'turun', 'harga', 'bbm', 'subsidi']",7,5,8.0,POSITIVE
@sanysept @VDSyst3msX Menurutku survey 68.6% puas sama pemerintah Prabowo-Gibran kayanya bener. Banyak polling lain kayak Cigmark (78%) KedaiKopi (72.5%) sama Kompas (80.9%) nunjukin kepuasan tinggi. Program kayak MBG bikin sentimen positif walau beda-beda tiap generasi Gen Z lebih puas https://t.co/qbOACIw4sd,turut survey puas sama pemerintah prabowo gibran kaya bener banyak polling kayak cigmark kedaikopi sama kompas nunjukin puas tinggi kayak bikin sentimen positif beda beda tiap generasi gen lebih puas,"['turut', 'survey', 'puas', 'sama', 'pemerintah', 'prabowo', 'gibran', 'kaya', 'bener', 'banyak', 'polling', 'kayak', 'cigmark', 'kedaikopi', 'sama', 'kompas', 'nunjukin', 'puas', 'tinggi', 'kayak', 'bikin', 'sentimen', 'positif', 'beda', 'beda', 'tiap', 'generasi', 'gen', 'lebih', 'puas']",12,8,14.0,POSITIVE
@SeokjinNmaknae @kentwangoreng @erightta @aspirinpadang @tanyarlfes Gratis? Darimana duitnya? Dari APBD? Berapa tuh totalnya? Gimana pelaksanaan teknis? MBG aja kek gitu terus mau bikin program masif kek gini gk ada kajian akademisnya? Aneh kok sulit kritis penduduk kandang Einstein ini?,darimana duit apbd berapa tuh total gimana laksana teknis kek gitu terus mau bikin masif kek gin kaji akademis aneh sulit kritis duduk kandang einstein,"['darimana', 'duit', 'apbd', 'berapa', 'tuh', 'total', 'gimana', 'laksana', 'teknis', 'kek', 'gitu', 'terus', 'mau', 'bikin', 'masif', 'kek', 'gin', 'kaji', 'akademis', 'aneh', 'sulit', 'kritis', 'duduk', 'kandang', 'einstein']",6,4,8.0,POSITIVE
@idextratime bisa ga ya program mbg diganti program mandiin bayi-bayi di Indonesia budgetnya buat undang messi keliling indo aja bayangin di 2040 pemain indo full kek yamal,ganti mandiin bayi bayi indonesia budgetnya buat undang messi keliling indo bayangin main indo full kek yamal,"['ganti', 'mandiin', 'bayi', 'bayi', 'indonesia', 'budgetnya', 'buat', 'undang', 'messi', 'keliling', 'indo', 'bayangin', 'main', 'indo', 'full', 'kek', 'yamal']",2,5,-9.0,NEGATIVE
@tanyakanrl Sebenernya menurutku MBG bisa bagus kalau semuanya terkoordinasi dengan baik kayak contohnya di LN yang menyediakan makan untuk siswanya juga. Akan tetapi kalau di Indo ini keliatan memaksakan ya karena dari segi anggaran lalu program lainnya yang seharusnya bisa dibuat dulu ,sebenernya turut bagus kalau semua koordinasi baik kayak contoh ln sedia makan siswa kalau indo liat paksa segi anggaran lalu lain buat dulu,"['sebenernya', 'turut', 'bagus', 'kalau', 'semua', 'koordinasi', 'baik', 'kayak', 'contoh', 'ln', 'sedia', 'makan', 'siswa', 'kalau', 'indo', 'liat', 'paksa', 'segi', 'anggaran', 'lalu', 'lain', 'buat', 'dulu']",6,7,0.0,NEUTRAL
Program MBG dapat ciptakan keseimbangan akses gizi demi masa depan yang lebih gemilang! #papuaindonesia #Papuadamai #OPMBiadab https://t.co/B1w5yzXZi7,cipta imbang akses masa depan lebih gemilang papuaindonesia papuadamai opm biadab,"['cipta', 'imbang', 'akses', 'masa', 'depan', 'lebih', 'gemilang', 'papuaindonesia', 'papuadamai', 'opm', 'biadab']",4,0,14.0,POSITIVE
mbg ngabisin anggaran doang anjrit pendidikan sama kesehatan harusnya diutamakan ini malah program gagal yang jadi anak emas makan noh menuju Indonesia bubar,ngabisin anggaran doang anjrit didik sama sehat harus utama malah gagal jadi anak emas makan noh tuju indonesia bubar,"['ngabisin', 'anggaran', 'doang', 'anjrit', 'didik', 'sama', 'sehat', 'harus', 'utama', 'malah', 'gagal', 'jadi', 'anak', 'emas', 'makan', 'noh', 'tuju', 'indonesia', 'bubar']",7,3,9.0,POSITIVE
@Viewguardeye Kalau seperti ini bagus dan lebih baik duit MBG dialihkan membiayai program pemulihan mental pelajar bandel,kalau bagus lebih baik duit alih biaya pulih mental pelajar bandel,"['kalau', 'bagus', 'lebih', 'baik', 'duit', 'alih', 'biaya', 'pulih', 'mental', 'pelajar', 'bandel']",4,2,10.0,POSITIVE
@kaylaaqeelah @archvidz @IndoPopBase Gimana tuh skema pemerataan ekonomi dan akses pendidikan yg lebih layak dalam MBg? Maaf2 nii yaa yg aku lihat nyata dgn mata sendiri MBg ini tidak lebih dari program trimaksih buat para relawan pemilu lalu.,gimana tuh skema perata ekonomi akses didik lebih layak maaf nii yaa aku lihat nyata mata sendiri lebih trimaksih buat rawan milu lalu,"['gimana', 'tuh', 'skema', 'perata', 'ekonomi', 'akses', 'didik', 'lebih', 'layak', 'maaf', 'nii', 'yaa', 'aku', 'lihat', 'nyata', 'mata', 'sendiri', 'lebih', 'trimaksih', 'buat', 'rawan', 'milu', 'lalu']",9,3,24.0,POSITIVE
ngelihat banyak yg kyk gini rasanya pgn ngamuk bgt anjirrrrrr sama program mbg tayikk gajetotttt,ngelihat banyak kyk gin rasa pgn ngamuk bgt anjirrrrrr sama tayikk gajetotttt,"['ngelihat', 'banyak', 'kyk', 'gin', 'rasa', 'pgn', 'ngamuk', 'bgt', 'anjirrrrrr', 'sama', 'tayikk', 'gajetotttt']",2,1,4.0,POSITIVE
Program MBG sejalan dengan visi Indonesia Emas 2045 yang menargetkan lahirnya generasi unggul. Program ini juga membawa dampak baik pada perumbuban ekpnpmi lokal disekitarnya. Lanjutkan MBG #MBGUntukMasaDepanHebat Inter Milan Linkin Park Minggu https://t.co/BOaod0PXAP,jalan visi indonesia emas target lahir generasi unggul bawa dampak baik perumbuban ekpnpmi lokal sekitar lanjut masa depan hebat inter mil linkin park minggu,"['jalan', 'visi', 'indonesia', 'emas', 'target', 'lahir', 'generasi', 'unggul', 'bawa', 'dampak', 'baik', 'perumbuban', 'ekpnpmi', 'lokal', 'sekitar', 'lanjut', 'masa', 'depan', 'hebat', 'inter', 'mil', 'linkin', 'park', 'minggu']",4,5,-3.0,NEGATIVE
@erlanishere @prabowo liat min. riset dlu apa yg dilakuin israel. Klo ga sanggup MBG jalan lgi ya STOP takut dikecam? Itu konsekuensi Bapak yg haus kekuasaan menjalankan program yg sudah ditentang sama para Ahli saat program tsb bru rencana. Hibah bill gates ga mungkin cuma² kami tdk bodoh,liat min riset dlu apa dilakuin israel klo sanggup jalan lgi stop takut kecam konsekuensi bapak haus kuasa jalan tentang sama ahli tsb bru rencana hibah bill gates mungkin cuma bodoh,"['liat', 'min', 'riset', 'dlu', 'apa', 'dilakuin', 'israel', 'klo', 'sanggup', 'jalan', 'lgi', 'stop', 'takut', 'kecam', 'konsekuensi', 'bapak', 'haus', 'kuasa', 'jalan', 'tentang', 'sama', 'ahli', 'tsb', 'bru', 'rencana', 'hibah', 'bill', 'gates', 'mungkin', 'cuma', 'bodoh']",8,6,-1.0,NEGATIVE
@idextratime Jangan menilai prestasi dari piala nya bro ! Klub itu menggapai juara liga bukan kaya membalikan telapak tangan tapi penuh perjuangan dan pengorbanan lagipula apa2an pake bikin program MBG segala apa semua masalah di negeri solusinya itu MBG ? Kita jangan mau tunduk sama asin,jangan nilai prestasi piala bro klub gapai juara liga bukan kaya balik telapak tangan penuh juang korban lagipula apa pake bikin segala apa semua masalah negeri solusi jangan mau tunduk sama asin,"['jangan', 'nilai', 'prestasi', 'piala', 'bro', 'klub', 'gapai', 'juara', 'liga', 'bukan', 'kaya', 'balik', 'telapak', 'tangan', 'penuh', 'juang', 'korban', 'lagipula', 'apa', 'pake', 'bikin', 'segala', 'apa', 'semua', 'masalah', 'negeri', 'solusi', 'jangan', 'mau', 'tunduk', 'sama', 'asin']",8,8,-11.0,NEGATIVE
Hari ini kedatangan tamu dari aspol katanya untuk program MBG. Lama banget.... Sampe 2 jam ngobrol2 nya akhirnya lumayan telat tadi beli makan siang,hari datang tamu aspol kata lama banget sampe jam ngobrol akhir lumayan telat tadi beli makan,"['hari', 'datang', 'tamu', 'aspol', 'kata', 'lama', 'banget', 'sampe', 'jam', 'ngobrol', 'akhir', 'lumayan', 'telat', 'tadi', 'beli', 'makan']",1,6,-20.0,NEGATIVE
Mendes Yandri : Paket Komplit Kopdes Merah Putih bisa jadi Suplier Program MBG @YandriSusanto27 @ArizaPatria @taufikmadjid71 @kemendespdt #bangundesabangunindonesia https://t.co/E9OQGEWkl5,mendes yandri paket komplit kopdes merah putih jadi suplier bangundesabangunindonesia,"['mendes', 'yandri', 'paket', 'komplit', 'kopdes', 'merah', 'putih', 'jadi', 'suplier', 'bangundesabangunindonesia']",3,1,7.0,POSITIVE
@LembagaKERIS Ini gegara pemerintah korup dan ga kompeten sih Min. Akhirnya perlengkapan militer minim bersaing sama infrastruktur jelek. Pendanaan jadi topik sensitif karena ga ada duitnya banyak dikorup. Apalagi ketambahan pemaksaan program MBG dan efisiensi dimana-mana.,gegara pemerintah korup kompeten min akhir lengkap militer minim saing sama infrastruktur jelek dana jadi topik sensitif duit banyak korup tambah paksa efisiensi mana,"['gegara', 'pemerintah', 'korup', 'kompeten', 'min', 'akhir', 'lengkap', 'militer', 'minim', 'saing', 'sama', 'infrastruktur', 'jelek', 'dana', 'jadi', 'topik', 'sensitif', 'duit', 'banyak', 'korup', 'tambah', 'paksa', 'efisiensi', 'mana']",6,7,-7.0,NEGATIVE
Anggota Komisi IX DPR RI Arzeti Bilbina menekankan pentingnya peran orang tua dalam memperhatikan gizi anak sejak dari rumah. Ia menyebut program MBG sebagai inisiatif strategis dalam memastikan anak-anak mendapat asupan makanan bergizi yang layak.. #MBGSiapkanGenerasiEmas https://t.co/0n4eUX0pYA,anggota komisi ix dpr ri arzeti bilbina tekan penting peran orang tua perhati anak sejak rumah sebut inisiatif strategis pasti anak anak dapat asupan makan layak siap generasi emas,"['anggota', 'komisi', 'ix', 'dpr', 'ri', 'arzeti', 'bilbina', 'tekan', 'penting', 'peran', 'orang', 'tua', 'perhati', 'anak', 'sejak', 'rumah', 'sebut', 'inisiatif', 'strategis', 'pasti', 'anak', 'anak', 'dapat', 'asupan', 'makan', 'layak', 'siap', 'generasi', 'emas']",11,5,22.0,POSITIVE
Acara ini dihadiri oleh Anggota Komisi IX DPR RI Indah Kurniawati Kepala Desa Bangah. Indah menekankan pentingnya program MBG sebagai bagian dari strategi nasional menyambut bonus demografi 2045. #MBGSiapkanGenerasiEmas Lanjutkan MBG Matcha Polri My Love #ODSD https://t.co/62DNWLif0l,acara hadir anggota komisi ix dpr ri indah kurniawati kepala desa bangah indah tekan penting bagi strategi nasional sambut bonus demografi siap generasi emas lanjut matcha polri my love odsd,"['acara', 'hadir', 'anggota', 'komisi', 'ix', 'dpr', 'ri', 'indah', 'kurniawati', 'kepala', 'desa', 'bangah', 'indah', 'tekan', 'penting', 'bagi', 'strategi', 'nasional', 'sambut', 'bonus', 'demografi', 'siap', 'generasi', 'emas', 'lanjut', 'matcha', 'polri', 'my', 'love', 'odsd']",9,5,14.0,POSITIVE
BGN: Program MBG tambah 373 ribu penerima baru dalam sepekan https://t.co/7TXP3x7X1U,bgn tambah ribu terima baru pek,"['bgn', 'tambah', 'ribu', 'terima', 'baru', 'pek']",3,0,12.0,POSITIVE
@ARSIPAJA Agak oot dikit yg kerjaan jadi pengawas mbg tuh selain yg sppi yg awal2 nih program rame kan katanya ada relawan2 mbg.. Tuh masih jalan ya?,oot dikit kerja jadi awas tuh sppi awal nih rame kan kata rawan tuh jalan,"['oot', 'dikit', 'kerja', 'jadi', 'awas', 'tuh', 'sppi', 'awal', 'nih', 'rame', 'kan', 'kata', 'rawan', 'tuh', 'jalan']",3,4,-4.0,NEGATIVE
@tilehopper Masalah MBG (dan hampir semua program pemerintah) itu pengen cepet jadi dan dipake se-Indonesia. Padahal beliau sendiri yang bilang Indonesia itu bangsa yang besar.,masalah hampir semua pemerintah ken cepet jadi dipake se indonesia padahal beliau sendiri bilang indonesia bangsa besar,"['masalah', 'hampir', 'semua', 'pemerintah', 'ken', 'cepet', 'jadi', 'dipake', 'se', 'indonesia', 'padahal', 'beliau', 'sendiri', 'bilang', 'indonesia', 'bangsa', 'besar']",3,3,-1.0,NEUTRAL
@ARSIPAJA Program MBG Tingkatkan Kemampuan Belajar Anak Disekolah #MBGPapua https://t.co/yFEIH3VvL5,tingkat mampu ajar anak seko papua,"['tingkat', 'mampu', 'ajar', 'anak', 'seko', 'papua']",3,2,4.0,POSITIVE
@giIangmahesa Apa ga sekalian aja tingkat perceraian menurun karena program MBG ?,apa sekali tingkat cerai turun,"['apa', 'sekali', 'tingkat', 'cerai', 'turun']",0,4,-15.0,NEGATIVE
Program MBG ini menunjukkan bahwa negara hadir untuk rakyat Papua #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/pprqjS5fPs,tunjuk negara hadir rakyat papua papua papuatengah papuahits jayapura nabire jayawijaya merauke mbgpapua maju papua,"['tunjuk', 'negara', 'hadir', 'rakyat', 'papua', 'papua', 'papuatengah', 'papuahits', 'jayapura', 'nabire', 'jayawijaya', 'merauke', 'mbgpapua', 'maju', 'papua']",1,1,0.0,NEUTRAL
Masyarakat mendukung agar Program MBG berkelanjutan dan menjangkau pelosok Papua #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/QmhjcBATeX,masyarakat dukung lanjut jangkau pelosok papua papua papuatengah papuahits jayapura nabire jayawijaya merauke mbgpapua maju papua,"['masyarakat', 'dukung', 'lanjut', 'jangkau', 'pelosok', 'papua', 'papua', 'papuatengah', 'papuahits', 'jayapura', 'nabire', 'jayawijaya', 'merauke', 'mbgpapua', 'maju', 'papua']",1,2,-2.0,NEGATIVE
Program MBG sangat bermanfaat bagi anak-anak di Papua #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/duOcd2gIpl,sangat manfaat anak anak papua papua papuatengah papuahits jayapura nabire jayawijaya merauke mbgpapua maju papua,"['sangat', 'manfaat', 'anak', 'anak', 'papua', 'papua', 'papuatengah', 'papuahits', 'jayapura', 'nabire', 'jayawijaya', 'merauke', 'mbgpapua', 'maju', 'papua']",4,0,17.0,POSITIVE
@Cmajor7777 @M45Broo_ Ga ada bang pemerintahan skrg paling terbaik sepanjang masa. Rakyat hepi banget sih kalau di liat2 Pengangguran tinggal sisa 100 orang lagi pertanian maju pesat pertambangan pun hasilnya langsung dibagiin ke masyarakat. Program unggulan MBG minimal daging sapi mah dapet,bang perintah skrg paling baik panjang masa rakyat hepi banget kalau liat anggur tinggal sisa orang tani maju pesat tambang hasil langsung dibagiin masyarakat unggul minimal daging sapi dapet,"['bang', 'perintah', 'skrg', 'paling', 'baik', 'panjang', 'masa', 'rakyat', 'hepi', 'banget', 'kalau', 'liat', 'anggur', 'tinggal', 'sisa', 'orang', 'tani', 'maju', 'pesat', 'tambang', 'hasil', 'langsung', 'dibagiin', 'masyarakat', 'unggul', 'minimal', 'daging', 'sapi', 'dapet']",7,5,14.0,POSITIVE
Program MBG serap 94 ribu tenaga kerja selama 7 bulan pelaksanaan https://t.co/O0aSzP0h1K,serap ribu tenaga kerja lama bulan laksana,"['serap', 'ribu', 'tenaga', 'kerja', 'lama', 'bulan', 'laksana']",2,4,-7.0,NEGATIVE
@txtdrimedia ........ Bukannya apa apa tapi mbg emang program cacat jadi gampang busuk soalnya g langsung di masak fresh dikantin tapi ya ini jadi tolo* namanya mabok agama..,bukan apa apa emang cacat jadi gampang busuk soal langsung masak fresh kantin jadi tolo nama mabok agama,"['bukan', 'apa', 'apa', 'emang', 'cacat', 'jadi', 'gampang', 'busuk', 'soal', 'langsung', 'masak', 'fresh', 'kantin', 'jadi', 'tolo', 'nama', 'mabok', 'agama']",6,9,-17.0,NEGATIVE
di negara ni program MBG tuh gizinya kurang. contoh lain: arc punk hazard. pulau punk hazard di one piece tuh indah sebelum dijadiin laboratorium sama caesar dan pemerintah dunia. mirip sama beberapa daerah di negara ni yang dikeruk habis-habisan SDA-nya.,negara ni tuh gizi kurang contoh arc punk hazard pulau punk hazard one piece tuh indah dijadiin laboratorium sama caesar pemerintah dunia mirip sama beberapa daerah negara ni keruk habis habis sda,"['negara', 'ni', 'tuh', 'gizi', 'kurang', 'contoh', 'arc', 'punk', 'hazard', 'pulau', 'punk', 'hazard', 'one', 'piece', 'tuh', 'indah', 'dijadiin', 'laboratorium', 'sama', 'caesar', 'pemerintah', 'dunia', 'mirip', 'sama', 'beberapa', 'daerah', 'negara', 'ni', 'keruk', 'habis', 'habis', 'sda']",5,4,4.0,POSITIVE
buat program satu keluarga satu sarjana pasti bakal bermanfaat bangett kan udahmah IKN mangkrak MBG beracun btw kalo MBG di stop gapapaa bangett kok sumpah daripada ujung ujungnya rakyat dipalak pajak gede banget monyet kontol anjing lagian ga ada ya anjing istilah cont-,buat satu keluarga satu sarjana bakal manfaat bangett kan udahmah ikn mangkrak racun btw kalo stop gapapaa bangett sumpah ujung ujung rakyat palak pajak gede banget monyet kontol anjing lagi anjing istilah cont,"['buat', 'satu', 'keluarga', 'satu', 'sarjana', 'bakal', 'manfaat', 'bangett', 'kan', 'udahmah', 'ikn', 'mangkrak', 'racun', 'btw', 'kalo', 'stop', 'gapapaa', 'bangett', 'sumpah', 'ujung', 'ujung', 'rakyat', 'palak', 'pajak', 'gede', 'banget', 'monyet', 'kontol', 'anjing', 'lagi', 'anjing', 'istilah', 'cont']",6,11,-28.0,NEGATIVE
liat aja nih kalo aja IKN sama MBG ga dilanjutin kan anggarannya bisa dialokasikan ke program yang lebih bermanfaat btw gua milih 01 bukan tanpa alasan tapi karena salah satu programnya yang bantuan kelas menengah karena sekarang kelas menengah mau min ta bantuan ke cont- https://t.co/SsyqnLOYt5,liat nih kalo ikn sama dilanjutin kan anggar alokasi lebih manfaat btw gua milih bukan alas salah satu program bantu kelas tengah sekarang kelas tengah mau min ta bantu cont,"['liat', 'nih', 'kalo', 'ikn', 'sama', 'dilanjutin', 'kan', 'anggar', 'alokasi', 'lebih', 'manfaat', 'btw', 'gua', 'milih', 'bukan', 'alas', 'salah', 'satu', 'program', 'bantu', 'kelas', 'tengah', 'sekarang', 'kelas', 'tengah', 'mau', 'min', 'ta', 'bantu', 'cont']",7,9,3.0,POSITIVE
Dukung MBG Kemnaker Cetak Tenaga Kerja Berkompetensi Standar Pemenuhan Gizi Melalui Program TMT https://t.co/ZheATTYKcK,dukung kemnaker cetak tenaga kerja kompetensi standar penuh lalu tmt,"['dukung', 'kemnaker', 'cetak', 'tenaga', 'kerja', 'kompetensi', 'standar', 'penuh', 'lalu', 'tmt']",5,2,12.0,POSITIVE
Dukung Program MBG Kemnaker Latih 256 SDM di Lombok Timur https://t.co/xyRAYjd3j7,dukung kemnaker latih sdm lombok timur,"['dukung', 'kemnaker', 'latih', 'sdm', 'lombok', 'timur']",2,0,9.0,POSITIVE
@smin_nr Mantap sekali abang udah nyaingin program MBG nya @prabowo @gibran_tweet,mantap sekali abang nyaingin,"['mantap', 'sekali', 'abang', 'nyaingin']",1,0,6.0,POSITIVE
@DokFun Lah masih mending Jokowi yang kepilih daripada Prabowo. Jokowi jelek2begitu masih ada bekasnya tol Trans bendungan. Lah Prabowo? Program unggulannya aja ujungnya jadi tai (MBG),lah mending jokowi pilih prabowo jokowi jelekbegitu bekas tol trans bendung lah prabowo unggul ujung jadi tai,"['lah', 'mending', 'jokowi', 'pilih', 'prabowo', 'jokowi', 'jelekbegitu', 'bekas', 'tol', 'trans', 'bendung', 'lah', 'prabowo', 'unggul', 'ujung', 'jadi', 'tai']",4,4,3.0,POSITIVE
@tegarhafidz Ga bisa nyalahin sepenuhnya menteri wkwkkw disaat negara miskin tapi maksa program mbg dan ikn wkwk Atasan tolol pastinya bawahan tolol kalau mau nyalahin fix salahin presiden dan DPR buat gaduh Pion doang itu Mulyani era covid gak jatuh bgt di tangan dia,nyalahin sepenuh menteri wkwkkw saat negara miskin maksa ikn atas tolol pasti bawah tolol kalau mau nyalahin fix salahin presiden dpr buat gaduh pion doang mulyani era covid jatuh bgt tangan,"['nyalahin', 'sepenuh', 'menteri', 'wkwkkw', 'saat', 'negara', 'miskin', 'maksa', 'ikn', 'atas', 'tolol', 'pasti', 'bawah', 'tolol', 'kalau', 'mau', 'nyalahin', 'fix', 'salahin', 'presiden', 'dpr', 'buat', 'gaduh', 'pion', 'doang', 'mulyani', 'era', 'covid', 'jatuh', 'bgt', 'tangan']",6,9,-29.0,NEGATIVE
@May145145 @lolkkkoo232 prabowo ga pernah ada program jelas dari 2014 sampe 2025. fokus dia yg konsisten cuma satu: memperkuat tni. kalopun gaada mbg bakal tetep ada program jelek lain yg buang2 duit.,prabowo pernah jelas sampe fokus konsisten cuma satu kuat tni kalo gaada bakal tetep jelek buang duit,"['prabowo', 'pernah', 'jelas', 'sampe', 'fokus', 'konsisten', 'cuma', 'satu', 'kuat', 'tni', 'kalo', 'gaada', 'bakal', 'tetep', 'jelek', 'buang', 'duit']",5,3,7.0,POSITIVE
